Customer_ID,Card_Number,Card_Type,CVV,Expiry_Date,Limit,Status
423,6643000579883215,Visa,174,2028-12-01,19738.69,Expired
538,8237423953835621,MasterCard,516,2027-09-28,28222.54,Blocked
967,0691108811816661,American Express,2477,2027-03-04,31140.23,Expired
309,8469090512585280,Discover,849,2027-10-07,15003.27,Blocked
283,6919554351858802,MasterCard,357,2027-01-29,9814.02,Inactive
251,4888516607420919,Discover,909,2027-07-30,49628.0,Active
732,4574628958472280,Discover,382,2026-02-28,29145.39,Expired
998,4373466548312634,Visa,380,2026-08-19,48114.44,Active
935,6747532498250903,Discover,254,2028-08-16,42045.66,Inactive
219,9759472392676616,MasterCard,280,2027-08-05,9776.22,Blocked
691,0000878307202318,Visa,829,2027-02-22,27757.51,Inactive
250,8525686464621689,Discover,149,2031-03-27,33959.55,Active
312,4426528516108732,MasterCard,736,2031-10-15,40524.15,Expired
315,6654973261052759,MasterCard,508,2031-01-23,38733.24,Expired
897,6836819417485044,Visa,805,2031-08-31,11134.78,Blocked
377,6043048892869667,Visa,197,2027-08-22,9876.81,Blocked
499,2652772937817024,American Express,8698,2029-03-28,10893.65,Inactive
609,5346476933499611,MasterCard,261,2031-07-11,24246.52,Inactive
710,4162796473793023,American Express,7974,2030-01-22,25537.05,Expired
597,5485487929277640,Discover,803,2031-12-21,46283.4,Inactive
958,8867803351145877,Discover,418,2028-02-17,15396.89,Inactive
243,6692418952360358,MasterCard,337,2028-03-07,37613.01,Expired
180,1297201543617139,MasterCard,997,2027-08-19,31307.37,Active
205,0029923017185124,Discover,423,2031-09-23,24737.92,Inactive
104,8305704737565762,MasterCard,251,2026-04-23,8963.07,Active
671,1554483448745208,Discover,735,2031-07-02,49686.1,Expired
977,9193124917759406,Discover,648,2031-10-14,11899.24,Blocked
755,3860129612044722,Discover,160,2031-11-21,21592.27,Inactive
587,4448736880130596,MasterCard,764,2026-04-28,33581.33,Blocked
379,5949894100334536,American Express,7454,2027-04-11,49368.31,Active
259,3865407299762176,MasterCard,559,2032-01-23,20146.61,Blocked
832,7708393749368249,American Express,5767,2030-06-05,9911.91,Expired
353,2276584235038066,Discover,217,2031-06-18,26788.18,Active
738,0871011273807894,Visa,626,2026-08-11,36694.78,Blocked
758,9409560643878994,Discover,499,2030-07-20,3803.95,Blocked
506,2537973377905815,Visa,855,2030-03-14,16165.21,Active
76,9090414391867287,Visa,476,2029-01-07,20599.03,Inactive
942,1629174614165902,American Express,5595,2031-12-12,31657.37,Active
398,9325843512363343,Discover,116,2031-11-24,36347.6,Blocked
179,9061389389456025,American Express,8563,2028-11-17,14408.71,Inactive
302,2936635492669751,Visa,728,2030-08-08,36452.17,Expired
900,0292892558570224,MasterCard,208,2028-07-18,8481.43,Inactive
287,3277657667635677,Visa,806,2027-04-29,44652.06,Blocked
656,4102809043378389,MasterCard,488,2027-12-06,4544.64,Active
239,4251480099171473,MasterCard,984,2030-09-21,33986.25,Expired
3,5694556351793966,MasterCard,154,2028-06-15,27034.16,Expired
414,3907625960073776,American Express,5454,2029-03-17,47230.3,Inactive
815,4167925034132978,Discover,663,2026-03-03,29093.93,Blocked
852,9082460199992849,MasterCard,959,2028-05-19,18180.83,Expired
691,7486603577637268,Discover,877,2029-09-27,18975.5,Expired
440,2210505829853048,MasterCard,103,2030-08-02,33026.52,Active
935,6814228651084243,American Express,6496,2026-06-18,20664.32,Expired
368,0271681926392253,Discover,958,2029-08-03,44270.22,Active
271,1721203962848473,Visa,999,2030-03-14,17808.05,Blocked
447,5102682935332234,MasterCard,391,2027-08-18,9545.21,Blocked
262,7432135530953981,Visa,384,2027-09-08,32243.69,Expired
20,8232086006610305,Discover,306,2030-10-19,34211.07,Active
291,5868321883858285,Discover,854,2027-06-08,36689.52,Blocked
931,7516737777851609,American Express,9587,2027-08-23,23026.36,Expired
382,3660966326864563,Discover,491,2029-06-04,6331.67,Expired
198,8353080268327611,Visa,565,2030-08-20,20673.19,Expired
370,1662856054847591,American Express,1013,2030-12-11,6312.37,Inactive
876,1179852381527024,Discover,143,2030-11-21,26286.14,Expired
550,2620220037402963,MasterCard,237,2029-11-12,26741.53,Inactive
840,5617898974643810,Discover,944,2031-04-26,37915.1,Blocked
15,2697146042417619,Discover,144,2028-12-07,12339.59,Expired
593,1906256331086140,Visa,426,2031-03-10,16736.61,Expired
130,7931449538585626,Discover,562,2028-02-11,49717.78,Blocked
718,5868041651617571,Visa,782,2030-01-26,10811.95,Active
340,8651342158663411,Visa,520,2027-02-23,10127.33,Inactive
155,9706896081617691,Visa,767,2030-07-25,38308.27,Expired
705,3815073847929748,Visa,726,2029-05-05,8223.52,Expired
973,2822938633337194,Visa,839,2028-11-24,8764.2,Active
62,9146750257602729,American Express,8572,2031-04-30,1191.23,Active
576,5299819885049162,American Express,6290,2028-08-06,8546.52,Blocked
142,5228404009698607,Visa,384,2026-12-31,28248.73,Inactive
723,2586786686533356,American Express,2725,2031-04-09,7318.12,Inactive
359,8856208432005716,MasterCard,961,2031-08-19,40895.0,Blocked
982,0085852032514855,Visa,841,2027-03-05,25623.43,Inactive
573,9944604636716782,American Express,2850,2029-07-27,13683.4,Expired
657,0447153478954233,MasterCard,387,2031-04-15,25143.85,Expired
950,7600045178594525,American Express,9508,2027-04-20,11356.58,Expired
507,6530952669476773,MasterCard,533,2032-01-22,44159.18,Inactive
642,8385017682410892,American Express,5402,2027-01-02,44070.72,Active
521,1945833719235800,Discover,298,2027-10-21,24312.55,Inactive
408,3364480924310463,Discover,390,2029-11-10,32313.58,Inactive
700,8364362108812339,MasterCard,234,2026-02-27,12321.72,Inactive
43,3027727518540585,American Express,1887,2026-07-06,34166.15,Active
680,6812132136608837,Visa,193,2031-04-14,47629.87,Active
638,1220743884904312,MasterCard,107,2031-05-19,34805.31,Blocked
935,1714186233766566,Visa,620,2029-02-15,30379.56,Active
83,1941136082670866,Visa,202,2030-03-16,44929.38,Blocked
448,7305122717118494,American Express,9911,2027-05-15,40893.79,Expired
69,7232101900689328,MasterCard,500,2030-04-09,49487.25,Expired
496,9643217720658610,American Express,3123,2027-03-14,15229.23,Active
841,8882464741469769,Discover,126,2030-09-02,17623.11,Inactive
797,9118763942300762,American Express,8795,2026-06-14,29004.78,Expired
377,0036278558289207,Visa,154,2031-09-21,49658.47,Inactive
814,7010880974553167,Visa,185,2031-03-10,4407.4,Inactive
706,8411536414264198,Discover,924,2028-02-13,20424.7,Expired
255,5162741841878636,American Express,3708,2026-04-22,47472.56,Active
503,7483800279860183,American Express,8311,2029-04-06,19840.0,Active
43,2398844136627029,American Express,3548,2031-11-18,9804.06,Active
51,2720848105701459,American Express,4800,2031-03-10,15536.57,Blocked
553,2725726324735593,American Express,2460,2031-09-25,5672.66,Blocked
547,7173798597622980,Visa,614,2027-07-28,23671.79,Expired
463,9067040846624446,Discover,497,2031-03-16,40878.16,Inactive
120,5130567944212061,MasterCard,328,2029-02-20,45750.09,Active
586,8767187171865077,Discover,897,2028-02-12,39250.66,Expired
166,2951652670703481,Visa,754,2029-08-20,45131.1,Active
317,8404255003071219,MasterCard,265,2030-06-17,31914.7,Blocked
142,5906229384697357,Visa,742,2030-12-11,37609.29,Active
541,9829040610952529,American Express,1941,2029-06-29,39766.32,Inactive
305,3678299901540807,Visa,157,2031-01-09,48888.64,Expired
654,0147412481256895,Visa,736,2030-03-30,24678.08,Active
274,0718442011080859,American Express,5466,2028-12-21,29314.97,Blocked
516,5046621925691178,Visa,694,2028-09-25,12978.82,Inactive
842,1860092147256265,MasterCard,180,2031-02-14,35695.2,Inactive
144,2310274348378388,Discover,583,2031-01-04,12746.29,Inactive
462,9768545517882468,Discover,565,2028-04-16,48670.46,Inactive
528,8464575168186926,Visa,985,2026-03-29,12512.97,Expired
862,2602195036194696,Discover,993,2030-09-22,1605.84,Inactive
140,7920976467017644,American Express,8256,2030-09-07,15124.34,Active
414,1545418999771646,MasterCard,970,2026-12-01,35928.71,Active
88,1752004986101799,American Express,6660,2026-03-20,2534.81,Blocked
985,3218083064926033,Discover,547,2028-12-06,8164.73,Active
320,0480270565022633,MasterCard,541,2027-08-18,34466.85,Expired
501,7021949219508879,MasterCard,983,2027-11-21,13059.6,Expired
12,4807535592407367,MasterCard,542,2028-02-24,8439.93,Expired
386,1357639133812249,Visa,210,2029-09-19,27539.48,Expired
480,8619366652537252,MasterCard,581,2029-12-08,12211.07,Active
405,7506156857426862,American Express,8540,2028-01-20,34499.04,Active
554,3113537773144334,Visa,801,2029-11-07,41065.55,Expired
257,1962530009528943,Discover,886,2029-06-13,38803.04,Inactive
894,3705259722902013,American Express,5979,2026-09-03,39361.97,Active
208,9150223212918502,MasterCard,906,2030-12-13,34863.8,Inactive
828,4169186746439155,Visa,669,2029-07-11,40660.81,Inactive
715,7071560858759552,Visa,455,2031-11-20,30101.52,Expired
633,5895077474270166,Discover,550,2030-05-21,44686.36,Active
881,9934757772634913,MasterCard,155,2029-01-12,27298.2,Blocked
690,6548755040764842,Visa,150,2030-11-20,38991.68,Active
963,2642564322163095,Visa,632,2027-10-30,35752.3,Expired
765,8141835447853574,MasterCard,215,2031-06-18,1839.62,Expired
758,9154649204218513,Discover,838,2028-04-24,29600.55,Active
409,8532198223968466,Visa,559,2027-01-29,27051.7,Inactive
574,9390037493776819,MasterCard,255,2031-01-15,34145.69,Expired
834,8045163115189225,American Express,8941,2028-09-17,27280.51,Blocked
230,3803147355672515,Visa,556,2026-12-24,2669.41,Active
426,3118635410378173,American Express,5828,2031-03-10,12640.88,Active
845,4254461326067410,Visa,850,2028-06-25,22008.07,Inactive
516,4248059651992857,Visa,428,2027-07-10,38979.29,Blocked
849,5732807103521140,Discover,760,2026-09-13,13688.75,Active
890,4737868680225592,Visa,990,2030-09-04,41153.41,Expired
935,1381116562649427,Discover,777,2029-08-31,21731.16,Inactive
138,8214147868052012,Visa,195,2029-09-29,10064.66,Blocked
602,8187369319461797,MasterCard,127,2029-05-24,41325.05,Blocked
967,0283915208165879,Visa,974,2026-05-08,47181.03,Blocked
847,3244382063711972,American Express,5944,2030-01-27,3223.81,Inactive
644,9869041747216088,American Express,4682,2030-07-18,26230.88,Inactive
212,1108983462722507,Discover,170,2031-09-27,38807.15,Blocked
484,8459589914384325,Visa,165,2028-04-11,7318.32,Inactive
814,7519611324015903,American Express,9699,2027-09-05,25764.85,Expired
270,2106137794134377,Discover,907,2028-10-15,9270.25,Expired
125,2711394318581971,Visa,860,2030-05-16,44791.41,Inactive
971,3128441301077211,Visa,321,2029-09-06,18499.06,Expired
775,2720395855104659,MasterCard,177,2028-11-21,22865.99,Active
850,4552506985991359,MasterCard,958,2031-07-26,17115.5,Blocked
598,9389305327871324,American Express,3493,2027-04-28,8317.55,Active
523,8158056341738938,MasterCard,174,2031-09-19,43329.35,Inactive
824,3003846448761767,Visa,677,2026-07-09,2774.26,Expired
742,9179147994730884,Visa,937,2026-12-16,28381.55,Blocked
672,3956022439752516,American Express,2099,2027-06-07,45286.99,Blocked
506,4422132777624697,American Express,9079,2027-04-15,33513.32,Blocked
678,9270415018363506,Discover,779,2027-08-21,40940.13,Blocked
835,1655835825905273,American Express,8302,2031-09-21,47268.88,Expired
93,0940299048851948,Discover,367,2026-11-21,19965.34,Expired
538,9787055682950672,American Express,2547,2029-03-05,40889.18,Blocked
525,3964523752887684,Discover,427,2029-01-12,2299.46,Active
347,1732143922511544,American Express,3849,2030-03-24,39321.72,Expired
670,8343572700752729,Discover,843,2030-06-21,17026.25,Expired
369,7852976476202434,Discover,549,2031-01-04,1407.53,Active
736,5627687572371408,MasterCard,261,2031-08-31,45040.27,Blocked
898,0648087653340732,Visa,219,2029-07-22,45397.54,Inactive
301,8538368798328378,MasterCard,882,2031-06-27,5626.68,Blocked
972,7519921084890636,Discover,663,2028-09-30,4058.65,Active
837,9911793583832320,American Express,4326,2026-07-18,42604.75,Inactive
843,0101279774776456,American Express,9597,2026-12-07,36076.5,Inactive
523,1716164364317378,American Express,4411,2028-07-15,47604.33,Blocked
750,9077558853148293,Discover,406,2029-04-26,47612.78,Inactive
235,4337124949169313,Discover,568,2031-02-17,16187.54,Inactive
435,9719084773474010,American Express,4191,2026-12-04,7598.84,Active
158,0293374195138114,Discover,215,2028-05-21,33985.24,Expired
554,4381315359495921,MasterCard,232,2031-09-23,22869.66,Active
96,5976753345619420,Discover,301,2026-12-29,19750.37,Expired
816,0582007117108537,MasterCard,606,2027-11-28,43334.66,Active
38,4987318742204497,Visa,274,2030-12-06,5578.87,Expired
436,5481325581067216,MasterCard,889,2029-06-07,23781.02,Active
943,7165736022581401,Discover,935,2028-05-08,45061.51,Inactive
501,3645928877648199,Discover,747,2027-06-11,34359.42,Inactive
874,7113103134674179,American Express,3093,2031-06-20,26742.44,Expired
417,1062744436612718,Visa,316,2026-09-14,32421.67,Active
88,9527365521073642,American Express,3689,2027-08-30,48193.26,Inactive
903,7646953743312902,MasterCard,690,2026-05-27,6899.87,Blocked
434,7040440729463278,MasterCard,759,2028-05-01,11698.22,Inactive
6,7141942017582490,Discover,413,2027-03-18,25723.63,Active
374,5676934446930020,MasterCard,565,2027-04-05,23061.91,Active
726,5254457853768691,MasterCard,726,2031-11-18,3037.51,Blocked
906,5964400168719312,MasterCard,454,2027-01-19,48086.5,Blocked
222,9130485031985988,American Express,4983,2030-08-07,2675.96,Active
382,5906608117014382,Visa,370,2027-08-09,26487.34,Inactive
250,2958952783785542,American Express,2133,2027-02-19,26829.41,Inactive
166,7451433379943742,MasterCard,847,2028-07-09,26108.18,Expired
483,6596153576448107,Visa,186,2027-09-02,24430.38,Blocked
445,8839610010986220,MasterCard,163,2031-12-29,15658.45,Blocked
763,2939323079412491,Visa,378,2028-09-27,37097.01,Blocked
603,9163969415405850,Discover,876,2026-03-30,16691.45,Active
526,4194528513063083,American Express,1171,2028-01-06,41443.27,Blocked
934,1679263900462836,MasterCard,482,2026-10-09,25211.81,Blocked
52,1348327393592033,Discover,166,2030-03-17,18600.93,Expired
772,7162180081281382,MasterCard,358,2030-06-24,5299.73,Active
632,8083869597792569,Discover,248,2027-08-08,4949.78,Blocked
768,1947930651665673,Discover,905,2028-11-20,8293.4,Inactive
919,6354565971147317,American Express,1833,2028-08-01,39368.73,Blocked
543,3879451558658982,Discover,875,2031-11-02,48348.85,Active
246,8471790680574735,American Express,8564,2031-12-12,44511.62,Expired
106,7517556705893608,Discover,149,2028-08-07,21814.61,Inactive
927,3361525910593063,MasterCard,694,2027-06-25,22397.3,Expired
711,2910734394501645,Discover,648,2026-06-24,15913.4,Blocked
3,9361188786663872,MasterCard,703,2030-06-23,33361.85,Blocked
290,6498647316874192,MasterCard,252,2026-12-18,11086.02,Inactive
218,2270012478978442,Visa,495,2027-09-16,44799.67,Inactive
844,1701333016761260,MasterCard,948,2028-07-18,46591.6,Blocked
977,4925044223205586,Visa,278,2026-09-27,15947.18,Inactive
576,3163788112458137,Visa,249,2028-06-08,16488.71,Expired
312,6424188781894550,Visa,936,2031-05-22,7223.64,Active
127,3376216892080789,American Express,2935,2029-08-30,14997.32,Blocked
411,0313283649433514,MasterCard,349,2031-02-27,8474.17,Blocked
833,0505013538449730,MasterCard,317,2026-05-06,35325.05,Active
521,8515672811526692,Discover,892,2031-09-23,13717.84,Active
532,2887145193744215,American Express,1928,2027-11-13,19458.72,Inactive
784,0301397225288348,Discover,142,2026-06-25,22926.36,Active
728,4206399581690478,American Express,1498,2031-04-25,26735.33,Expired
881,8867158142522598,Visa,523,2029-02-06,37878.13,Inactive
854,1581688473198315,Visa,310,2031-02-01,41456.91,Blocked
168,6828776908213607,MasterCard,219,2031-09-21,14275.78,Blocked
147,9433132000551924,MasterCard,453,2031-05-03,45008.78,Expired
495,1883140741703385,Visa,750,2030-10-02,42384.24,Expired
72,5633559706388061,American Express,8732,2027-06-28,13704.43,Blocked
362,5449301495836359,Discover,975,2031-07-09,2110.57,Blocked
216,4797220550284112,MasterCard,838,2028-08-01,10691.25,Blocked
821,9567410521875430,Discover,789,2026-04-12,48808.5,Active
875,4011365621676888,MasterCard,371,2027-06-12,21032.98,Expired
968,5932167217617284,Visa,686,2028-11-23,26902.66,Active
865,4022714038418844,Discover,722,2029-06-12,33995.2,Blocked
661,5781216092101137,Visa,849,2026-05-02,48463.4,Blocked
870,9331789076232554,Discover,693,2032-01-21,25494.12,Active
340,1812374477536520,MasterCard,359,2026-10-23,35478.86,Expired
132,9203492854911940,MasterCard,228,2031-04-01,29351.59,Active
589,6812276114253592,MasterCard,495,2030-07-26,27045.37,Active
104,2430159352138788,MasterCard,282,2031-11-28,1683.35,Expired
822,3348377083362103,Discover,572,2030-05-08,27555.32,Active
314,4083312962060596,MasterCard,755,2027-04-21,17017.6,Active
469,8901954530698012,American Express,9771,2030-02-02,28340.9,Active
454,9681438119133076,American Express,3788,2029-12-04,37712.45,Inactive
499,2125542974445500,MasterCard,122,2027-11-23,17673.63,Active
65,4138150261750119,MasterCard,650,2028-08-19,24608.47,Expired
324,9784931110224829,Visa,324,2031-03-06,11913.28,Expired
888,6027509560333805,Visa,772,2027-04-06,26763.09,Expired
680,3593748669831085,Discover,340,2028-05-18,24670.38,Inactive
488,3987754925026697,Discover,734,2028-01-19,23341.94,Expired
784,1626939427884902,Visa,419,2028-08-27,5137.31,Inactive
480,4789615856595377,Discover,385,2028-01-16,46049.65,Blocked
176,2818054979791005,Visa,420,2027-10-28,38174.18,Active
763,5046824371174503,Visa,572,2030-10-02,15363.07,Blocked
916,4726607940080404,MasterCard,904,2031-08-13,15857.25,Expired
968,2828523514109544,American Express,8367,2028-12-05,26681.0,Inactive
711,3508573552514639,MasterCard,662,2026-04-11,44917.85,Active
552,7903165222212636,MasterCard,200,2030-07-13,42647.26,Active
729,5787198887178823,MasterCard,459,2028-02-19,4093.16,Expired
922,4563239714529579,Discover,106,2029-04-14,18194.16,Inactive
444,6397324014773685,American Express,4228,2028-08-29,27297.13,Blocked
447,1051622764309828,American Express,3211,2027-01-14,13360.25,Inactive
718,8987132889125429,American Express,1984,2026-03-08,30305.86,Active
