Customer_ID,Card_Number,Card_Type,CVV,Expiry_Date,Limit,Status
992,2499762366712948,Discover,307,2032-02-01,13888.45,Active
264,4460483757798174,MasterCard,197,2028-04-26,4425.01,Blocked
182,1516318266022645,Discover,684,2029-02-14,2754.61,Blocked
282,5230660215412002,Discover,929,2031-10-20,12169.15,Active
684,3958974782893840,Discover,866,2027-06-25,23741.28,Expired
99,4522892675087869,Visa,256,2031-05-20,35103.2,Blocked
894,0276106329702319,American Express,6748,2030-12-23,9839.08,Expired
859,0396372960463108,American Express,9786,2029-08-28,15729.99,Active
26,6449576948784468,Visa,168,2026-11-15,14738.72,Active
32,8214208564841113,American Express,7916,2026-05-13,24496.62,Active
20,4005383843049082,American Express,8250,2029-01-09,20325.79,Active
745,9651283826902388,American Express,2751,2030-01-01,12184.83,Inactive
675,2015472334750806,American Express,5764,2026-11-15,12378.96,Blocked
168,4142688125632916,American Express,1398,2027-05-25,47517.28,Active
426,2767840162552563,Discover,721,2030-10-13,24572.01,Active
465,1061289548914285,Visa,396,2029-12-27,27038.07,Inactive
44,0922434717000761,American Express,3673,2028-05-24,8918.21,Active
379,5427413964258733,American Express,4467,2027-09-21,41975.22,Blocked
177,0881321753830672,Discover,789,2029-09-22,31687.03,Inactive
751,0646218236693418,Visa,804,2026-08-19,49526.46,Inactive
930,6049218267873465,American Express,3754,2028-10-21,33572.46,Expired
437,9405891832488862,Visa,216,2026-09-17,17934.97,Expired
355,1147513141729196,Discover,733,2027-07-28,8173.51,Expired
467,4805359772816290,MasterCard,730,2029-12-04,45016.18,Blocked
40,6220838769796170,Discover,145,2031-09-23,11231.35,Expired
75,9624025866967930,Discover,728,2030-12-23,38449.73,Expired
941,4941926336356303,American Express,7847,2026-11-09,48440.11,Blocked
616,0427062637272729,Discover,306,2030-12-03,28720.31,Expired
38,5873755127830865,American Express,6874,2027-09-14,4903.69,Expired
877,0793343506624398,MasterCard,171,2027-04-06,40101.4,Inactive
106,1958194327957674,Discover,328,2031-10-11,22788.03,Inactive
136,6121629345137680,Visa,363,2030-07-17,33732.23,Expired
932,4449968275100160,MasterCard,204,2031-02-08,40125.94,Blocked
538,3385600721083073,Discover,367,2029-04-10,7839.41,Inactive
504,2793487879434526,MasterCard,525,2030-11-18,37561.14,Blocked
316,4532583510217445,Visa,475,2031-02-02,24143.94,Expired
389,7402441550396055,American Express,9843,2030-11-01,10190.09,Inactive
964,5552968341955308,Discover,666,2027-08-13,13114.37,Inactive
543,1339027745838594,MasterCard,327,2031-02-12,22771.74,Blocked
410,2206243038672601,Visa,698,2026-04-12,5677.72,Expired
25,5375150163727437,Visa,181,2028-08-01,38357.45,Active
651,4113693624326999,MasterCard,930,2026-09-03,48546.61,Expired
504,2124395155635603,Visa,374,2029-12-26,9862.63,Blocked
888,2077834651345594,Visa,498,2030-06-25,17549.24,Inactive
373,1439558568116862,MasterCard,611,2026-07-18,8916.31,Blocked
746,0142644729896463,Discover,541,2027-11-05,40166.48,Active
415,9233519698715572,Visa,745,2028-02-23,44675.6,Active
275,5984410778884058,MasterCard,679,2026-08-07,34237.68,Expired
292,2081412150490476,MasterCard,189,2029-09-03,47018.35,Blocked
314,9285696306138364,American Express,3192,2026-12-20,14019.88,Inactive
123,8702976498524074,American Express,6129,2026-09-01,29090.01,Inactive
644,2077564796955487,Discover,438,2030-12-14,26432.5,Expired
201,3766907499216532,Visa,763,2030-02-28,4799.49,Active
113,2710906270521481,Discover,354,2028-11-27,46836.04,Blocked
427,2710780037000253,MasterCard,766,2028-06-10,14145.35,Inactive
869,2187446633284029,MasterCard,581,2027-01-21,2493.3,Expired
430,6629679998276708,MasterCard,614,2030-10-26,24182.56,Blocked
925,1537949975645901,Visa,148,2026-06-02,7515.65,Active
272,7634903426952915,MasterCard,214,2031-07-03,38675.79,Blocked
941,2958160752143734,American Express,3762,2032-02-06,10989.29,Inactive
637,4419787545822311,MasterCard,347,2030-03-27,17713.1,Blocked
216,4871779477417482,American Express,3115,2026-04-14,17799.39,Expired
239,5185089494022898,MasterCard,986,2028-08-20,12666.23,Active
784,9202051370254133,Discover,510,2031-10-16,43465.8,Blocked
463,8561019162261972,Discover,471,2027-10-30,34955.62,Inactive
457,3243143633688911,MasterCard,460,2026-04-20,11106.68,Blocked
212,2653379620964758,Discover,763,2026-04-27,41592.96,Active
608,0720336692044866,Discover,983,2027-05-30,20134.92,Blocked
706,4768252376514318,American Express,6562,2031-02-24,4681.63,Expired
944,6195586842309495,American Express,6488,2027-07-17,21966.24,Inactive
630,8485823367445406,Discover,538,2029-11-26,2469.46,Blocked
349,5957579877630153,Discover,763,2028-10-13,36240.18,Expired
801,1963182802711357,Visa,541,2029-08-12,43693.91,Blocked
420,3012325601027976,American Express,3853,2028-03-08,46979.52,Inactive
398,3857519678917908,American Express,6290,2027-05-19,8186.72,Expired
416,8746969243377958,MasterCard,193,2030-04-20,21129.69,Active
454,5319812506265307,Visa,300,2026-11-08,6969.53,Active
880,6197076457065727,MasterCard,116,2030-12-23,32017.4,Blocked
923,7168003819748953,MasterCard,787,2031-01-01,19316.69,Active
666,2720124747338468,MasterCard,700,2031-02-18,32039.92,Blocked
821,9078348016403319,Visa,868,2027-10-27,19600.18,Blocked
340,7888076736725291,American Express,5730,2028-06-10,14059.6,Active
139,1516936264294357,Discover,406,2027-08-02,48198.56,Blocked
989,4074729049908027,American Express,3836,2030-08-28,33812.15,Active
513,6711711379343989,American Express,8933,2030-03-03,41138.42,Active
410,1435380869467433,Discover,553,2026-10-10,37587.2,Blocked
157,0836442126917369,American Express,3520,2030-12-06,18030.61,Expired
266,8613074272519112,MasterCard,211,2026-09-09,14314.35,Expired
861,2081346794835840,American Express,7374,2028-10-24,14234.55,Blocked
698,6266765808869964,Discover,634,2029-09-10,23476.99,Expired
417,8543226941481595,Discover,485,2026-12-06,11778.16,Active
743,5883982995231796,American Express,1631,2026-08-25,26437.9,Blocked
253,0293391906057934,Visa,939,2027-06-08,45009.86,Expired
948,1966633070413773,MasterCard,144,2030-05-18,15916.2,Expired
158,6330632831422137,American Express,7507,2028-11-11,32531.25,Blocked
994,5627064879916798,MasterCard,663,2026-10-17,30511.04,Blocked
68,5088709885084447,MasterCard,127,2029-08-05,25822.85,Inactive
456,2395142756512340,MasterCard,411,2030-04-23,43632.96,Active
347,7231431167045129,Visa,315,2027-04-11,47693.05,Inactive
270,1463922197639307,American Express,3358,2031-09-25,31405.7,Blocked
348,4001686047723801,MasterCard,573,2027-06-02,7846.17,Inactive
321,6218976379482862,Discover,212,2027-01-05,27750.17,Blocked
356,3414369356986269,MasterCard,794,2027-07-24,15672.36,Active
200,7404309777897577,Visa,101,2027-06-20,27242.4,Blocked
470,4395557020798860,MasterCard,413,2030-06-02,1315.7,Inactive
602,9255706791920620,Visa,229,2027-06-21,45605.27,Expired
718,1416478753447474,American Express,4597,2030-07-07,40427.31,Blocked
988,4240420065201467,Discover,919,2026-07-23,45237.34,Expired
979,0373509656593973,Discover,477,2026-12-29,45680.5,Active
376,2336457632367931,Discover,244,2026-12-07,3855.46,Blocked
6,5745855611764511,Discover,291,2028-03-23,11350.25,Expired
856,8849849459317695,Discover,215,2030-09-05,29827.58,Expired
6,7604536682613651,MasterCard,629,2030-07-19,48974.15,Active
266,4289521391047406,Discover,888,2029-09-16,29424.61,Active
292,9904859504615387,MasterCard,816,2030-02-01,49858.95,Inactive
883,8262665277431585,Visa,701,2031-02-01,37603.68,Blocked
535,8345477429915288,Visa,740,2027-12-07,35722.29,Expired
560,3962349810021588,Discover,842,2029-04-10,48515.85,Expired
867,1908943411953418,Visa,953,2028-05-12,10491.89,Inactive
656,9025489633417608,Visa,974,2029-10-25,27882.29,Active
625,6095214924796927,MasterCard,491,2030-12-22,49287.17,Active
715,7803297769967360,MasterCard,182,2028-03-05,21058.99,Blocked
125,8817264530409087,Discover,145,2028-01-28,36020.97,Active
766,7122306240138123,MasterCard,449,2030-01-23,29640.4,Inactive
484,7286970894330203,American Express,9277,2030-07-16,22308.72,Active
764,5485201590330863,American Express,2396,2031-03-23,24243.16,Expired
415,3807512869271063,MasterCard,311,2027-05-08,45463.94,Inactive
818,9563741986741809,Visa,578,2029-03-19,17161.6,Inactive
794,1480166382336347,Visa,756,2027-06-10,28319.51,Inactive
922,3935466921459477,Discover,972,2026-10-27,3804.71,Active
467,6824351722814815,Discover,525,2031-07-14,6900.43,Active
788,8797784554538681,MasterCard,782,2027-07-14,8183.9,Inactive
169,9359535789139099,Visa,103,2027-04-12,36761.31,Expired
483,6428355455088101,American Express,7944,2030-02-05,30864.08,Active
507,9353273810929443,Visa,543,2028-08-06,8246.38,Inactive
774,5083013700664975,American Express,5711,2031-08-17,8512.08,Expired
397,8977292755198074,Visa,257,2026-03-14,36717.88,Expired
224,1260230640007854,American Express,7965,2026-08-25,4052.0,Active
8,9788039784487242,Discover,713,2029-03-11,27176.26,Blocked
442,3798561266367808,MasterCard,514,2027-01-16,10083.55,Active
321,9337570656671216,MasterCard,406,2028-06-13,30072.99,Blocked
800,5532242056195741,MasterCard,121,2027-04-19,37809.71,Expired
26,4083303582753081,Discover,740,2026-02-28,12065.31,Expired
540,4649191723596828,MasterCard,900,2031-08-11,40708.64,Inactive
222,0094669476944782,American Express,7948,2031-01-19,47223.57,Blocked
75,8371091791098288,American Express,3792,2030-01-19,34122.93,Blocked
837,0513056662544656,Visa,934,2030-06-07,49178.37,Blocked
324,4996161854522127,Discover,330,2028-07-31,37832.53,Active
36,9184058404312874,Discover,709,2029-03-17,6417.77,Expired
776,0614135439436136,MasterCard,344,2029-12-01,32864.71,Expired
166,5649863992695110,American Express,6666,2030-02-21,4910.66,Blocked
571,0073084803465597,MasterCard,806,2026-10-14,19849.15,Blocked
477,9153222394237448,MasterCard,226,2026-12-05,3760.53,Inactive
838,6868270322548468,MasterCard,845,2031-11-26,5416.36,Expired
738,8450370328272395,Discover,853,2028-10-19,4751.32,Inactive
950,6076521213961428,American Express,3839,2027-02-01,8438.42,Active
478,7666531786464508,Visa,842,2031-07-16,32907.4,Inactive
283,2583124468142477,MasterCard,315,2029-10-24,20775.29,Inactive
213,6020464225266989,Visa,918,2029-06-26,23981.32,Active
676,0372586230565694,MasterCard,741,2029-06-28,8251.15,Active
349,4214322753492903,Visa,951,2031-11-17,37758.88,Expired
688,0987410121824594,American Express,9654,2027-04-01,2552.27,Inactive
449,6284574400227536,Discover,147,2028-04-05,6368.95,Active
886,9933371266627656,MasterCard,851,2026-02-22,46928.98,Blocked
428,7908485038658850,Visa,590,2029-12-18,49761.02,Expired
140,9462120588161634,American Express,2577,2029-08-26,35370.88,Inactive
267,5554514259040036,MasterCard,315,2030-01-12,25202.31,Expired
895,8615787315725009,MasterCard,911,2028-06-14,34104.51,Expired
131,3315098028993733,American Express,7143,2026-05-24,26320.53,Blocked
848,4469388909526746,Visa,519,2026-03-19,34397.37,Blocked
167,9790069030467069,Visa,803,2029-08-03,14507.01,Inactive
823,5978001913314695,Visa,624,2031-07-13,45412.47,Expired
677,6529073183583020,American Express,8197,2031-10-07,13275.31,Blocked
709,9552187413604723,Visa,296,2026-06-12,32826.87,Active
552,2186886996529797,MasterCard,648,2031-10-28,6766.58,Inactive
888,8210924703185723,Visa,479,2029-05-27,47375.73,Inactive
610,1676578460647590,MasterCard,877,2026-08-15,5078.93,Blocked
726,3339554275536370,American Express,4216,2029-03-02,37100.06,Active
698,0164178510778105,Discover,984,2030-03-13,45173.13,Blocked
670,8190842226229100,Discover,927,2031-01-23,9796.49,Blocked
174,8792315422577992,American Express,3429,2029-11-15,17075.03,Inactive
834,9971268329583329,MasterCard,127,2029-12-27,49871.76,Active
373,7945603809215727,Discover,291,2027-02-22,31717.41,Blocked
215,6633003508831325,Discover,422,2027-07-21,44154.17,Inactive
662,1690406086939922,Discover,144,2027-08-09,29794.29,Blocked
484,9770875422850983,Visa,786,2029-11-15,4277.52,Active
908,2007481334764941,Visa,519,2030-03-27,29872.17,Expired
522,6151526556385254,Discover,968,2031-02-28,5898.01,Blocked
518,7359863090254729,MasterCard,540,2030-01-24,37809.29,Blocked
439,5584871882870495,Discover,452,2027-12-22,32119.58,Expired
779,4733961493632345,American Express,1679,2027-08-27,49157.04,Blocked
869,6891577137216625,Visa,967,2029-12-09,36574.99,Expired
997,5228385879939673,American Express,6517,2030-09-04,14814.45,Expired
318,9487836593093187,Visa,331,2029-07-25,20890.2,Expired
1000,1088935102569938,American Express,3037,2029-02-15,22890.46,Blocked
752,9061471692899691,Visa,438,2027-01-27,24608.61,Active
432,1443058402880712,Discover,764,2031-09-03,41099.44,Inactive
352,3744635271028493,Visa,967,2032-02-01,33994.95,Blocked
10,8668458450672449,Discover,922,2029-02-09,42940.9,Blocked
336,8443238090367987,American Express,7275,2029-03-11,28825.45,Active
483,3785488286264767,Visa,573,2028-06-26,48897.6,Expired
797,1731661060573483,Discover,965,2028-12-21,5101.56,Inactive
117,7460774730077214,Visa,139,2030-08-05,35367.96,Active
501,9171148140961499,Visa,510,2027-11-07,12432.89,Inactive
572,9578632805775669,Visa,102,2028-01-14,44911.02,Expired
987,7839763845968665,MasterCard,390,2026-12-30,47072.53,Blocked
869,5856007159213625,Visa,284,2029-08-13,25257.74,Inactive
611,3810510003046244,MasterCard,186,2030-10-30,46310.45,Inactive
38,1501721100543361,Discover,431,2030-04-02,17049.55,Expired
23,1745609241784860,American Express,4031,2029-04-22,12838.88,Active
452,9383684266514856,Visa,652,2031-07-08,23284.66,Inactive
129,6806528754860232,Visa,450,2031-11-24,29817.77,Inactive
175,1064718733736382,Discover,130,2030-10-03,10469.82,Active
12,6074862616017200,Discover,658,2028-08-12,26328.55,Inactive
296,4887326386163496,Visa,219,2030-10-13,20234.39,Inactive
811,0070187067530272,Visa,957,2026-02-20,6061.22,Inactive
960,0204469310472267,MasterCard,526,2026-05-28,10188.87,Blocked
642,9241861464349765,Visa,464,2028-02-26,5241.59,Blocked
171,1185459611645997,American Express,7994,2030-11-28,25800.96,Blocked
706,8766646397214677,American Express,4783,2028-12-14,34097.91,Active
373,9859002387878711,Visa,858,2028-01-23,8286.25,Expired
818,0913190799549226,American Express,3686,2031-09-25,33806.82,Active
255,5323594389504949,Discover,886,2029-07-06,6453.77,Blocked
378,1524921338814661,American Express,4771,2029-05-29,14719.78,Expired
691,7528470090200328,MasterCard,486,2031-04-25,24795.79,Expired
50,6416079807260573,MasterCard,813,2031-09-20,27916.31,Active
739,3399585297728689,MasterCard,946,2030-02-01,23822.72,Inactive
913,2041666251625508,American Express,4103,2027-08-25,49781.62,Active
375,5232000190213786,Visa,826,2030-07-08,13367.14,Expired
767,5799048158475342,Discover,505,2030-06-27,40735.51,Active
804,4837524255941794,American Express,3534,2029-06-17,26640.21,Blocked
593,3137321569237646,MasterCard,102,2026-12-19,41513.95,Blocked
336,0487288658240402,Discover,456,2031-02-03,49003.22,Expired
673,8889807284989809,MasterCard,492,2026-11-21,19823.98,Inactive
937,5396304125617768,MasterCard,105,2028-06-10,39243.54,Active
987,0134647456063665,Discover,435,2027-05-03,17756.27,Blocked
141,5703610014942832,MasterCard,795,2029-02-20,13893.44,Inactive
346,3889823002641924,American Express,8759,2026-11-27,9499.84,Inactive
509,2558795773849293,Visa,287,2029-11-10,8199.58,Blocked
759,2315864859074434,American Express,6513,2027-11-29,49203.64,Expired
792,7905187816475782,MasterCard,123,2029-04-15,35597.36,Expired
236,1369467660811078,Discover,912,2027-11-10,25922.7,Expired
98,0336371251075159,Discover,573,2026-03-15,37449.13,Inactive
188,9089344332147228,American Express,5213,2026-06-06,33696.8,Expired
690,8924222694896451,American Express,6512,2032-02-09,30013.61,Active
567,9926456302777302,MasterCard,182,2030-09-27,38978.63,Expired
716,0969726021526298,Discover,805,2029-12-17,38335.16,Inactive
240,1413083786001934,Visa,410,2026-07-22,26878.22,Blocked
968,6897559026297265,Discover,960,2029-02-27,18832.2,Expired
60,0910758646561966,Discover,787,2026-06-08,3033.76,Inactive
819,4767119802226270,Discover,530,2026-11-20,18455.81,Expired
154,1573775369470720,MasterCard,106,2026-06-03,30691.58,Blocked
649,5887732439214361,Visa,526,2030-12-12,14156.31,Inactive
97,5662211429468392,Visa,832,2027-03-26,19568.96,Active
121,9459236124083103,MasterCard,548,2027-04-01,48773.87,Inactive
251,4877717031935721,Visa,641,2026-10-08,6985.96,Inactive
990,4874992086836995,American Express,9775,2026-12-09,19329.0,Blocked
549,8510233373498985,Discover,562,2026-10-20,19968.12,Expired
561,2183001221577351,Discover,442,2028-11-24,22774.06,Blocked
800,2398400332543448,MasterCard,699,2029-07-28,6633.02,Inactive
706,8365999760075645,Discover,927,2031-10-13,39005.14,Inactive
397,8797424568538765,MasterCard,832,2030-07-17,47681.74,Blocked
718,4279588592574389,MasterCard,702,2028-01-14,8196.48,Blocked
58,7801940221658652,Discover,784,2026-07-16,33327.87,Active
802,7814552624514128,American Express,4552,2026-08-02,48870.35,Inactive
251,5202314630526277,American Express,9402,2026-10-03,40052.77,Blocked
236,9416561758112100,American Express,4331,2030-01-15,9201.91,Active
360,2009029171187593,Discover,465,2028-12-24,36084.01,Expired
608,7152446899392000,MasterCard,445,2031-07-04,15180.72,Active
440,5222832777461801,MasterCard,790,2031-12-26,32293.36,Inactive
622,4927257234966857,Discover,728,2030-09-02,25713.97,Expired
82,4431774467119071,Discover,345,2029-11-09,36116.9,Inactive
454,4027620985324703,MasterCard,515,2026-03-12,20296.65,Expired
261,3154341925159487,Visa,629,2031-08-30,45655.92,Blocked
946,5848696011320395,MasterCard,156,2030-06-16,43133.06,Expired
885,2052260574792866,Discover,229,2030-06-12,15396.19,Expired
275,4954115002491160,Discover,538,2030-04-12,37629.29,Expired
993,6171860542118226,American Express,6161,2029-12-28,5926.19,Active
353,2961199519607787,Visa,388,2030-12-24,15624.58,Inactive
909,3808145275705756,Discover,133,2029-09-27,36529.29,Active
484,0942178036156513,American Express,8259,2030-03-10,33711.27,Inactive
518,9161292642315232,MasterCard,790,2030-11-30,34044.97,Expired
271,8981206357564757,MasterCard,988,2026-04-27,11462.3,Blocked
844,4641018646576217,American Express,5805,2031-08-16,9903.68,Expired
986,5874109667894385,American Express,9833,2028-05-08,23816.28,Inactive
933,7449580938495888,American Express,7381,2027-05-07,6192.73,Active
569,8987385352314953,Visa,229,2028-10-21,15226.39,Inactive
162,3135058012776772,Visa,144,2028-06-19,12523.51,Inactive
282,6014841185703584,MasterCard,466,2031-10-03,31938.62,Inactive
427,4334264139878288,MasterCard,854,2031-09-21,19252.38,Expired
291,1725846289760482,American Express,8844,2028-08-13,19538.17,Inactive
305,7397206848889979,Discover,709,2030-03-30,20975.48,Blocked
316,8589052946956839,Discover,310,2028-09-14,38872.73,Inactive
756,5865284607870154,Visa,544,2027-09-18,15509.17,Expired
10,5464281454454625,Visa,478,2027-07-09,5992.18,Blocked
661,4359990661764703,American Express,8705,2029-10-21,38927.17,Inactive
525,2730652300893787,American Express,2734,2028-09-05,17029.06,Blocked
177,4408835942751935,Discover,306,2027-11-01,36580.84,Inactive
518,3702943737743662,Discover,878,2026-09-03,18531.87,Blocked
944,2294019002413396,MasterCard,318,2029-08-25,5285.49,Active
144,2062469759225766,American Express,5518,2030-12-11,12406.16,Inactive
422,2911098057321417,Visa,761,2026-10-11,15247.12,Active
938,8537788522154200,MasterCard,240,2031-05-22,35523.77,Expired
733,2332890413060104,Discover,752,2026-11-21,41747.86,Blocked
663,8621592645253827,MasterCard,388,2028-07-26,41157.87,Active
460,4495242320625894,Discover,464,2026-11-08,36090.45,Inactive
480,4825812031362049,Discover,815,2029-11-21,45169.31,Active
767,8653848010527279,MasterCard,227,2026-06-25,8794.92,Inactive
725,7595795462213900,MasterCard,757,2029-11-03,47006.46,Blocked
599,5009554352526925,American Express,6969,2031-08-07,28177.37,Active
472,0670592784653545,American Express,6154,2031-03-13,15796.65,Blocked
101,7341621121388561,MasterCard,644,2030-03-10,29551.25,Active
854,8583923332010047,American Express,8094,2027-08-14,36197.24,Inactive
53,6198282742938354,MasterCard,115,2030-04-29,29039.76,Active
359,2566370786608827,American Express,8502,2028-04-21,42943.41,Expired
868,5751574906208301,Visa,580,2028-06-17,36659.73,Expired
612,2890247869496329,Visa,672,2031-04-02,31806.63,Active
285,7594055066296120,Visa,637,2029-09-11,13655.11,Expired
163,0010946920940050,American Express,9931,2026-08-04,40218.06,Expired
688,9058981561470429,American Express,6069,2030-09-15,47398.09,Inactive
716,7625818662003135,Visa,658,2027-05-22,47527.51,Active
909,3028024599884303,MasterCard,255,2029-01-21,7355.24,Blocked
442,4709763159875947,Discover,309,2027-10-18,45502.65,Inactive
289,4699313072137908,American Express,6446,2026-02-26,34820.94,Blocked
791,7599810496950507,Visa,331,2029-04-12,35316.46,Inactive
780,1189830498567068,Discover,794,2032-02-14,30817.76,Inactive
442,8291032844475407,MasterCard,895,2026-10-20,32951.03,Blocked
673,7538073722617749,MasterCard,350,2030-10-20,16935.76,Blocked
280,9676665095954075,American Express,9805,2031-02-06,3040.5,Inactive
877,4968720453155060,MasterCard,877,2031-11-23,2419.01,Expired
337,0607138754761270,MasterCard,728,2026-04-07,41235.32,Expired
234,1824590249102573,American Express,2324,2031-07-24,47369.35,Blocked
94,6735427014242766,MasterCard,854,2030-11-10,20856.91,Active
157,8902726423869327,Discover,368,2028-03-13,15237.65,Inactive
189,4105092630738037,Discover,595,2030-09-26,7932.08,Inactive
395,4960699326572883,American Express,9464,2028-02-21,2613.09,Inactive
394,1746037411807483,Discover,941,2031-01-20,38096.36,Inactive
810,1959265919133769,Discover,679,2031-07-15,26240.21,Expired
718,5374048775593361,Discover,836,2030-12-23,5215.92,Inactive
283,0651068072449681,Discover,987,2031-01-06,16909.61,Blocked
730,5151906327481135,American Express,7806,2026-11-21,20428.84,Active
178,4257979350741605,Visa,766,2030-07-31,38579.86,Inactive
618,9376369343533583,Visa,615,2029-09-29,16536.39,Blocked
564,7629983010011236,Visa,948,2026-07-16,45075.04,Active
50,2710564764756371,MasterCard,163,2029-02-07,37039.93,Expired
935,5139375860371771,MasterCard,658,2029-02-07,38396.24,Expired
462,1293818814964056,Discover,982,2031-10-04,49426.47,Inactive
442,9934982168061021,Visa,413,2027-11-12,11931.87,Inactive
652,9128289225435922,MasterCard,759,2030-12-01,21285.7,Blocked
244,0354508908951176,Visa,559,2028-03-03,1569.89,Expired
840,7063136351423808,American Express,3005,2027-07-09,29021.76,Expired
146,6000527203398825,American Express,2516,2031-11-03,15834.47,Blocked
219,5525874906819562,Visa,869,2026-11-21,31259.02,Blocked
969,3753281034990885,American Express,5398,2028-11-10,49948.8,Active
481,3594777846738095,Visa,733,2032-02-15,29172.3,Active
761,0417049822647459,Visa,971,2028-01-05,6710.01,Active
459,0054587559475458,Discover,586,2027-05-08,23729.12,Blocked
650,1011244126629845,Discover,402,2026-08-26,39397.16,Inactive
314,1307508521722098,Discover,133,2026-11-14,27795.89,Active
728,8572015184202903,American Express,3380,2028-01-26,3314.66,Expired
620,4598833267091558,American Express,7886,2026-12-02,31605.53,Expired
499,1791889024290821,American Express,3075,2031-10-08,3829.11,Inactive
100,2458483108152488,Visa,538,2030-12-08,25903.32,Active
260,1661776176295719,Visa,391,2028-10-06,39843.01,Blocked
90,2821082702153051,Visa,789,2026-05-29,33414.62,Blocked
127,6291820945872605,Visa,797,2031-12-22,42944.47,Active
819,6916690194433964,American Express,6282,2030-07-16,3844.44,Blocked
750,8141020238747534,Discover,546,2027-07-14,29890.91,Inactive
669,0620868002248777,MasterCard,746,2027-08-19,24903.29,Inactive
385,5835365510380949,Discover,674,2030-06-18,49777.14,Inactive
320,4578626890840040,American Express,5581,2030-01-26,1384.16,Inactive
433,4202754784055336,Visa,860,2028-04-02,34026.49,Expired
63,1493118295952353,MasterCard,643,2027-11-02,30521.55,Active
985,1234662837540427,Visa,314,2028-03-06,26012.47,Active
657,4911264449540194,Discover,446,2026-11-14,40201.81,Blocked
325,9022148062474711,Visa,830,2029-10-21,26158.56,Blocked
112,3228071845610961,Visa,882,2031-01-21,31115.86,Expired
462,5941558707843721,Discover,519,2029-08-06,34402.81,Inactive
762,8668171373938770,Visa,353,2031-12-11,23740.8,Expired
743,9783358103607823,MasterCard,346,2028-12-23,28036.2,Active
80,0856362493525588,Discover,834,2028-06-12,40187.67,Inactive
441,9290385146357228,Discover,772,2030-12-26,43042.21,Inactive
660,5428380564865246,Visa,494,2027-05-18,47827.54,Active
292,2668372843659037,MasterCard,978,2028-04-14,15452.84,Blocked
284,1792140398705455,Visa,967,2032-01-03,23490.03,Inactive
428,9128914756335071,MasterCard,903,2029-04-13,16300.84,Inactive
208,1188604954822934,Discover,159,2028-12-08,35167.52,Active
363,7101155050766409,American Express,6769,2031-01-19,18227.09,Active
819,5957647105676047,American Express,5216,2026-12-09,32923.06,Active
967,1507610983717869,Discover,807,2029-03-10,24029.66,Expired
824,4403726190346018,Discover,439,2030-10-12,32157.09,Active
74,3618650257144355,American Express,7403,2029-05-29,34616.92,Inactive
432,3574734215562804,American Express,4611,2027-04-18,2188.66,Inactive
465,5485727963397662,MasterCard,856,2028-05-04,34849.82,Active
74,6199463666477124,Visa,948,2027-04-11,26208.42,Inactive
66,1116324644153097,MasterCard,513,2030-08-21,7879.91,Expired
218,3674719297404684,MasterCard,957,2026-11-18,24946.41,Inactive
51,5742513910639794,Visa,691,2028-01-13,14609.21,Inactive
331,5379850125064318,Visa,893,2029-04-22,12019.43,Inactive
967,7828632132589526,Discover,888,2026-10-06,16809.86,Active
240,7330139946823685,Discover,945,2029-10-31,49924.84,Blocked
